"Contact Name","Opportunity Name","Opportunity Description","Opportunity Id","Created","Updated","Owner","Milestone","Probability","Estimated Value","Currency","EUR Value","Duration Basis","Duration","Value per Duration","Actual Close Date","Expected Close Date","Contact Id","Email","Phone","Address","Tags","Quotation","Product type","Region","Type of Client","Source of lead","Out of Scope","Lost Reason"
"United Technology Group","battery room met redundant aansturen ze vragen GD2 22","","10835372","2021-03-22","2021-03-22","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212454759","info@utgme.com"," +971 4 3956008","1106, 11th Floor, Le Solarium Building,, Dubai Silicon Oasis,, P.O Box : 644253, Dubai, UAE, United Arab Emirates","","","","","","","",""
"Green Power Engineering","beacon","","10236565","2020-10-14","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","206405529","walidaslim@gmail.com"," +234 806 80 55555","8, Amoudu Tijani off Sanusi Fafunwa, Victoria Island, Lagos, Nigeria","","BEAC2020GREENP01","","","","","",""
"Marstair TEV Ltd","Ben Kingston ATEX zone 1 IIC T3 unit (Richard West)","","10841313","2021-03-23","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200277602","","00441484405666","Armytage Road, Brighouse,, West Yorkshire,, HD6 1QF, United Kingdom","","","","","","","",""
"Marstair TEV Ltd","Ben Kingston van Heronhill ATEX zone 2 indoor","","10806368","2021-03-15","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200277602","","00441484405666","Armytage Road, Brighouse,, West Yorkshire,, HD6 1QF, United Kingdom","","2021HERONHILL01","","","","","",""
"Prezioso Emdad LLC","best quote split and window ac","","10133990","2020-09-15","2020-09-16","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204842703",""," +971 2 551 0243","MusaffahMusaffah Industrial - Abu Dhabi, United Arab Emirates","","","","","","","",""
"Intan Electric Co. Sdn Bhd","BIB/28AUG18-ENQ371-5/RFQ: ATEX 1.5 HP SPLIT AC SYSTEM","","9640908","2020-06-07","2021-01-14","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-07-27","","201059324",""," +673 3334148","Lot 4600, Pandan 5,, , Kuala Belait KA1931, , Brunei Darussalam, Brunei Darussalam","","AC2018INT01","","","","","","Abandoned"
"EF-INC Engineering","binnen via DI AC","","11293106","2021-07-20","2021-07-21","Liesbeth van Tienhoven","Proposal","50%","6000.00","EUR","6000.00","fixed","","6000.00","","","217434379","techniques@efinc-engineering.com"," +242 05 633 67 61","Pointe-Noire, Congo","","2021ENFINC01","Airconditioner","Africa","Installer","Other","",""
"Ethos Energji","Botas projects","","9616420","2020-05-31","2020-08-31","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200783240","info@ethosenerji.co"," +90 (0)265270103","Kartal/Instanbul, Turkey","","","","","","","",""
"Al Zamih","Breeze wagon","","10548040","2021-01-07","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","209320162","alzamihtrading01@gmail.com","00973 17 291636","Exhibitions Ave, Manama, Bahrain, Bahrain","","","","","","","",""
"Exxon Mobil","Budgetary price AC 12000BTU","","9573878","2020-05-18","2021-05-11","Liesbeth van Tienhoven","Qualified","20%","","","","fixed","","","","","200102529","","","Esso Sriracha Refinery , Thailand, Thailand","","","","","","","",""
"Buoyant Offshore","Buoyantv Offshore  Drill cabin AC Zone1/2","AIR CONDITIONER FOR USE IN HAZARDOUS LOCATION , ZONE-1 &2

CAPACITY : 2 TON

SINGLE PHASE: 230V

FREQUENCY: 50/60HZ

QTY: 1EA","9765760","2020-07-08","2021-05-11","Liesbeth van Tienhoven","New","10%","6000.00","EUR","6000.00","fixed","","6000.00","","2020-07-15","202200391","sujith.rajan@bouyantoffshore.com"," +91 7994063524","10 Anson Road | #27-15  |  International Plaza, Singapore, Singapore, 079903, Singapore","","","","","","","",""
"socrate","cabinet cooler analyser bla bla zone 2","","10152451","2020-09-21","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","205042286","","","","","","","","","","",""
"Green Create","camera boroscope","","11327784","2021-07-29","2021-07-29","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","217732627","","","Wibaustraat 137D, Amsterdam, 1097 DN, Netherlands","","","Camera","Western Europe","End-user","","true",""
"Petrosolutions FZE","Carrier cassette met fan","","10787602","2021-03-10","2021-03-16","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200373767",""," +971 6 557 9690","Warehouse # Q3-201, Al Dhaid Road (Airport Road),Saif Zone - Sharjah - United Arab Emirates, United Arab Emirates","","","","","","","",""
"NESR","Carrier overgebleven units","","9722273","2020-06-25","2021-05-11","Gido van Tienhoven","New","10%","","","","fixed","","","","","201716968","","","P.O. Box 11779,, Dammam, 31463, KSA, Saudi Arabia","","","","","","","",""
"Valclima Refrigeración SLL","cassette met grill","","10054354","2020-08-21","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","2470.00","EUR","2470.00","fixed","","2470.00","","","200102087","info@microclimbox.com"," +34 983 547053","C/Milagrona, 95, 47155 Santovenia de Pisuerga, (Valladolid), SPAIN","","2020VALCL01","","","","","",""
"Tecnilab Portugal, SA","categorie 2G, voor een container","","9597511","2020-05-26","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","19500.00","EUR","19500.00","fixed","","19500.00","","","200543341",""," +351 21 722 0870","R. Gregório Lopes 1512B, 1449-041 Lisboa, Portugal","","","","","","","",""
"ASE Air Systems Engineering","ceiling suspended 4 stuks","","10685313","2021-02-11","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","210924569","","","Lithuania","","2021ASELT01","","","","","",""
"Prolux International FZ LLC","Chemical warehouse","","10113241","2020-09-09","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","204623117","operations@proluxintl.com"," +971 7 2048 433","PO Box 326498, RAKEZ, United Arab Emirates","","2020PROLUX01","","","","","",""
"TRAQuE Pte. Ltd.","chemical warehouse 4 x cassette samsung","","10391887","2020-11-13","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207740553",""," +65 6316 3885","51 Bukit Batok Crescent,, #08-25 Unity Centre, 658077, Singapore, Singapore","","2020TRAQUE01","","","","","",""
"ProcessTech","chiller","","10308588","2020-11-04","2020-11-04","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207306704","info@processtech.me"," +971585879891","Al Ghaith Tower, 8th Floor | HBM Street | Abu Dhabi, United Arab Emirates","","","","","","","",""
"Baldwin and Francis Ltd","Chiller ATEX zone 2","","10570031","2021-01-13","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","209699997","enquiries@baldwinandfrancis.com"," + 44 (0) 114 286 6000","President Way, President Park, Sheffield, S4 7UR, United Kingdom","","2021BALDWF01","","","","","",""
"Daikin Middle East And Africa FZE","Chiller EWWQ300G-SS naar ATEX zone 2","","10112319","2020-09-09","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","89000.00","EUR","89000.00","fixed","","89000.00","","","200102788","","","Plot MO0426 Jafza North  Dubai UAE","","2020DAIKMEA02","","","","","",""
"Union Engenharia de Telematica","Cisco 9100 ATEX 6 stuks","","10668142","2021-02-09","2021-02-09","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","210814836","","","Barra da Tijuca, Rio de Janeiro - State of Rio de Janeiro, 22640-100, Brazil, Brazil","","","","","","","",""
"Arrowhead","Cisco Meraki access point","","10181327","2020-09-29","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-09-29","","205580618","info@arrowheadpharma.com","626-304-3400","Corporate Headquarters, 177 East Colorado Boulevard, Suite 700, Pasadena, CA 91105, United States","","","","","","","",""
"Glocom","Class 1, Div 1","","10526514","2020-12-28","2020-12-28","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-12-28","","209101753","","","23 Nguyen Thai Hoc Str, Ward 7, Vung Tau City, Vietnam","","","","","","","",""
"Egy Power","Communication cable","","10098275","2020-09-04","2020-09-04","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-09-04","","204427774","info@egy-power.com"," +202 25174351","4, Road 275, Ground floor, App. #01, New Maadi, Cairo, Egypt","","","","","","","",""
"BGLift","Compact crane builder","Deze firma maakt compactcranes, naar mijn idee een van de grorere bedrijven die deze maakt in Europa. gevraagd bij de export manager naar het volume van explosieveilige kranen. Ze hadden er al eens eentje gebouwd.  Het volume van aanvragen is te laag. Slechts enkele per jaar. Voor heb niet intressant om er geen aandacht  aan te besteden ivm certificerings en engineeringskosten.

Verder is een club die al eens explosieveilige klanen heeft gemaakt voor Peineman deze heet Reedijk uit Klaaswaal.","10610556","2021-01-25","2021-01-25","Gido van Tienhoven","New","10%","","","","fixed","","","","","210157706","","","Via Lionello Fiumi, 22, 37010 Cavaion Veronese, Verona, Italy","","","","","","","",""
"Carea Air Conditioning Services","CPQ -2020-183 Explosion proof Ducted Split units","","10050750","2020-08-20","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","57000.00","EUR","57000.00","fixed","","57000.00","","","200102354","","","Dubai","","2020CASPUEA01","","","","","",""
"Karm Engineering","crane cabin","","10400809","2020-11-16","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","207909276","","","12, tractor market, Pilu Khera, Haryana 126113, India","","","","","","","",""
"TeamTec AS","custom made zone 1 water cooling marine approval","","11011665","2021-05-07","2021-05-07","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2021-05-07","","214167062","","","P.O. Box 203, N-4902 Tvedestrand, NORWAY, Norway","","","","","","","",""
"Lam Son Engineering & Construction  Co., LTD","D-044 LSEC","","10426603","2020-11-23","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","208182482","","","232/14/9A Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam, Vietnam","","2020LAMSON01","","","","","",""
"PATVIN ENGINEERING PVT LTD","Daikin 2 x hoge buiten temp","","10171150","2020-09-25","2021-05-11","Liesbeth van Tienhoven","Won","100%","10000.00","EUR","10000.00","fixed","","10000.00","2020-09-30","","200102728",""," +91 22 62863333","W - 193, T T C INDUSTRIAL AREA, KHAIRANE M I D C, BEHIND RELIANCE SILICON, THANE - BELAPUR ROAD, Navi Mumbai, Maharashtra 400709, India, India","","2020PATVIN04","","","","","",""
"ARC Engineering Co. Ltd","daikin bin en buiten atex zone 2","","10681411","2021-02-10","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","22000.00","EUR","22000.00","fixed","","22000.00","","","210891159","","","Sukhumvith Rd. 389/114 Moo 6, Naklua, Banglamung, 20150 Chonburi, Thailand","","2021ARCTH01","","","","","",""
"Paumier","Daikin FWC BT/BF fan coil","","11181674","2021-06-22","2021-06-22","Gido van Tienhoven","New","10%","","","","fixed","","","","","200102236",""," +33 (0)2.35.10.23.50","Afleveradres door Arnaud bevestigd:, PAUMIER, Parc d’Activités des Hautes Falaises, 76400 Fécamp, FRANCE","","","","","","","",""
"Polonez Plus Sp. z o.o.","daikin ombouw of we dat doen","","10742016","2021-02-26","2021-03-15","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","211587865","","","ul. Komitetu Obrony Robotników 70,, 02-146 Warszawa, Poland","","","","","","","",""
"MERL-Engineering","data verzenden 250 meter tank terrein.","","9922755","2020-07-31","2021-05-11","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","203095562","contact@merl-eng.com"," +2438400011772","16809, Avenue Tangu, Kitambo, Kinshasa, Congo, Democratic Republic of the","","","","","","","",""
"Quinta Raddison Limited","Dehumidifier atex zone 2","is wel bij ons aangekocht via Ibrahim & Sons","9648044","2020-06-09","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-06-22","","201119377",""," +44(0)1206 323 255","Stour House,, , High Lift Road, Langham,, , Colchester, Essex CO4 5TD, United Kingdom","","2020QUINTA01","","","","","",""
"Pepperl+Fuchs N.V.","Detachable Keyboard","","9617589","2020-06-01","2021-05-11","Gido van Tienhoven","New","10%","","","","fixed","","","","","200792161","sales@be.pepperl-fuchs.com"," +32 3 644 25 00","Metropoolstraat 11, 2900 Schoten / Anvers, Belgium","","","","","","","",""
"Marstair TEV Ltd","Development Modification Marstair units to ATEX zone 1 (refrigeration and AC indoor units)","","9616433","2020-05-31","2021-05-11","Gido van Tienhoven","New","10%","","","","fixed","","","","","200277602","","00441484405666","Armytage Road, Brighouse,, West Yorkshire,, HD6 1QF, United Kingdom","","","","","","","",""
"Energyst Rental Solutions B.V.","Diesel generator rental (geen ATEX zone 2) wie weet in de toekomst interessant voor hen en of ons.","","10850684","2021-03-25","2021-03-25","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","212635859","","","Hallenstraat 16, 5531 AB  Bladel, Nederland, Netherlands","","","","","","","",""
"Top Engineering Services","div AC concealed, bepaalde koel capaciteit bij 40 graden 105F","","10970604","2021-04-27","2021-05-04","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213739676","","","El Tayseer Tower(2) - Street No.50 ,                  From Mostafa Kamel St,                  Smouha, Alexandria, Egypt","","","","","","","",""
"Bilfinger Industrial Services Norway AS","div buitenunits blygold coated IP54","","10822326","2021-03-18","2021-03-19","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200102194",""," +47 35 92 30 00","Hydroveien 55, Herøya Industripark,3936 Porsgrunn, Norway, Norway","","","","","","","",""
"Phileo PM Aircondition & Refrigeration Trading LLC","div units voor Adnoc 55 graden kan Phileo zelf aanleveren.","","10910776","2021-04-12","2021-04-15","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","213246432","","","PO Box 390040 ; Office 216, Al Masaood Building, Riggat Al Buteen, Deira, Dubai - UAE, United Arab Emirates","","","","","","","",""
"Global Links","divers klein atex materieel lampen, beacon (exd en stainless steel) e.d.","","10504615","2020-12-16","2020-12-16","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-12-16","","208884375","","","SHOP NO. 3, HAJYANI HALIMA BAI BUILDING, JAMES TERRACE ROAD, NANAKWADA, KARACHI-74200  PAKISTAN, Pakistan","","","","","","","",""
"Air Royal Pte. Ltd","diverse ac's variant op daikin sky air singapore ook locale atex modificator.","","10392285","2020-11-13","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-11-13","","207765196","","(+65) – 6744 8781","Number 625, Aljunied Road, Aljunied Industrial Complex, Hex 06 -07, Singapore 389836., Singapore","","","","","","","",""
"TVPE JSC","diverse units nu en 2022","","10976164","2021-04-28","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","213793359","","","No 20B-TTDKDX, Dong Nhan ward, Hai Ba Trung distric, Ha Noi City, Vietnam, Vietnam","","2021TVPE01","","","","","",""
"Lambert Electromec Ltd.","Diversen split en AHU Carrier","","10600676","2021-01-21","2021-05-27","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","200102148",""," +234 1462 82 90 / 91/ 92","9th Floor, Plot 1682 Sanusi Fafunwa, St. Victoria Island, Lagos, Nigeria, Nigeria","","","Airconditioner","Africa","Installer","Returning customer","",""
"Magma Technologies (EMCO)","dompel heater 10kw","","9903411","2020-07-27","2020-07-27","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","202866129","","","M/s. EMCO, , Unit No.B-10, Akhilesh Plaza Commericial Complex., , Next to Ambe Mata Mandir,, , Near HDFC Bank, Navrang Road,, , Vasai (E), Palghar - 401210 (MH),  INDIA, India","","","","","","","",""
"Emondt Multiclima","Downflow AC","","10077916","2020-08-28","2021-05-11","Liesbeth van Tienhoven","Proposal","50%","15750.00","EUR","15750.00","fixed","","15750.00","","","200246536",""," +31 (0)53 220 4444","Marssteden 64 / 7547 TD Enschede, Netherlands","","2020EMONDT01","","","","","",""
"APAC","Downflow datacenter Clemaveneta type i-MID 0061","","10256666","2020-10-20","2020-10-20","Gido van Tienhoven","New","10%","","","","fixed","","","","","205998453","","030-2416850","Krommewetering 131, 3543 AN, UTRECHT, Netherlands","","","","","","","",""
"Ambient Air Conditioning UK Ltd","Ducted units redundant","","10699754","2021-02-16","2021-02-17","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","211060997","","","The Old Offices, Urlay Nook Rd, Eaglescliffe, Stockton-on-Tees TS16 0LA","","","","","","","",""
"Baticlima","Ducted units voor Marokko","","9702306","2020-06-19","2020-06-29","Liesbeth van Tienhoven","Proposal","50%","","","","fixed","","","","","201478336",""," +212 662 077967","17, Rue F1 –Quartier Oukacha Ain Sebaa,, , Casablanca, Morocco","","","","","","","",""
"UPR LLC","ducted units water heated","","10176834","2020-09-28","2020-09-28","Liesbeth van Tienhoven","New","10%","","","","fixed","","","","","200102312",""," +971 4 326 8110","P.O.Box 49528, Dubai, United Arab Emirates, United Arab Emirates","","","","","","","",""
"LG Electronics Inc.","DUQM project","","9640998","2020-06-07","2021-05-11","Liesbeth van Tienhoven","Lost","0%","","","","fixed","","","2020-06-10","","201060103",""," +82-2-3777-4977","56, Digital-ro 10-gil, Geumcheon-gu, Seoul, Korea, Republic of","","BAT2018LGE01","","","","","","Price too high"
